From (presynaptic type),To (postsynaptic type)
CA1 SO-SO,CA1 SO-SO
CA1 SO-SO,CA1 Hipp-SUB Proj ENK+
CA1 SO-SO,CA1 Trilaminar
CA1 SO-SO,CA1 Radial Trilaminar
CA1 Hipp-SUB Proj ENK+,CA2 Wide-Arbor BC
CA1 Hipp-SUB Proj ENK+,CA1 Pyramidal
CA1 Hipp-SUB Proj ENK+,CA1 Superficial Pyramidal
CA1 Hipp-SUB Proj ENK+,CA1 Deep Pyramidal
CA1 Hipp-SUB Proj ENK+,CA1 Radiatum Giant
CA1 Hipp-SUB Proj ENK+,CA1 Axo-Axonic
CA1 Hipp-SUB Proj ENK+,CA1 Horizontal AA
CA1 Hipp-SUB Proj ENK+,CA1 Back-Projection
CA1 Hipp-SUB Proj ENK+,CA1 Basket
CA1 Hipp-SUB Proj ENK+,CA1 BC CCK+
CA1 Hipp-SUB Proj ENK+,CA1 Horizontal BC
CA1 Hipp-SUB Proj ENK+,CA1 Bistratified
CA1 Hipp-SUB Proj ENK+,CA1 C-Bistratified
CA1 Hipp-SUB Proj ENK+,CA1 IS LMO-O
CA1 Hipp-SUB Proj ENK+,CA1 IS LMR-R
CA1 Hipp-SUB Proj ENK+,CA1 IS O-R
CA1 Hipp-SUB Proj ENK+,CA1 IS O-Target QuadD
CA1 Hipp-SUB Proj ENK+,CA1 IS R-O
CA1 Hipp-SUB Proj ENK+,CA1 IS RO-O
CA1 Hipp-SUB Proj ENK+,CA1 Ivy
CA1 Hipp-SUB Proj ENK+,CA1 LMR
CA1 Hipp-SUB Proj ENK+,CA1 LMR Projecting
CA1 Hipp-SUB Proj ENK+,CA1 O-LM
CA1 Hipp-SUB Proj ENK+,CA1 Recurrent O-LM
CA1 Hipp-SUB Proj ENK+,CA1 O-LMR
CA1 Hipp-SUB Proj ENK+,CA1 Oriens/Alveus
CA1 Hipp-SUB Proj ENK+,CA1 Oriens-Bistratified
CA1 Hipp-SUB Proj ENK+,CA1 Oriens-Bistratified Projecting
CA1 Hipp-SUB Proj ENK+,CA1 OR-LM
CA1 Hipp-SUB Proj ENK+,CA1 Perforant Path-Assoc
CA1 Hipp-SUB Proj ENK+,CA1 PPA QuadD
CA1 Hipp-SUB Proj ENK+,CA1 Quadrilaminar
CA1 Hipp-SUB Proj ENK+,CA1 Radiatum
CA1 Hipp-SUB Proj ENK+,CA1 R-Recv Apical-Target
CA1 Hipp-SUB Proj ENK+,CA1 Schaffer Collateral-Assoc
CA1 Hipp-SUB Proj ENK+,CA1 SC-Receiving R-Targeting
CA1 Hipp-SUB Proj ENK+,CA1 SO-SO
CA1 Hipp-SUB Proj ENK+,CA1 Hipp-SUB Proj ENK+
CA1 Hipp-SUB Proj ENK+,CA1 Trilaminar
CA1 Hipp-SUB Proj ENK+,CA1 Radial Trilaminar
CA1 Trilaminar,CA2 Wide-Arbor BC
CA1 Trilaminar,CA1 Pyramidal
CA1 Trilaminar,CA1 Superficial Pyramidal
CA1 Trilaminar,CA1 Deep Pyramidal
CA1 Trilaminar,CA1 Radiatum Giant
CA1 Trilaminar,CA1 Axo-Axonic
CA1 Trilaminar,CA1 Horizontal AA
CA1 Trilaminar,CA1 Back-Projection
CA1 Trilaminar,CA1 Basket
CA1 Trilaminar,CA1 BC CCK+
CA1 Trilaminar,CA1 Horizontal BC
CA1 Trilaminar,CA1 Bistratified
CA1 Trilaminar,CA1 C-Bistratified
CA1 Trilaminar,CA1 IS LMO-O
CA1 Trilaminar,CA1 IS LMR-R
CA1 Trilaminar,CA1 IS O-R
CA1 Trilaminar,CA1 IS O-Target QuadD
CA1 Trilaminar,CA1 IS R-O
CA1 Trilaminar,CA1 IS RO-O
CA1 Trilaminar,CA1 Ivy
CA1 Trilaminar,CA1 LMR
CA1 Trilaminar,CA1 LMR Projecting
CA1 Trilaminar,CA1 O-LM
CA1 Trilaminar,CA1 Recurrent O-LM
CA1 Trilaminar,CA1 O-LMR
CA1 Trilaminar,CA1 Oriens/Alveus
CA1 Trilaminar,CA1 Oriens-Bistratified
CA1 Trilaminar,CA1 Oriens-Bistratified Projecting
CA1 Trilaminar,CA1 OR-LM
CA1 Trilaminar,CA1 Perforant Path-Assoc
CA1 Trilaminar,CA1 PPA QuadD
CA1 Trilaminar,CA1 Quadrilaminar
CA1 Trilaminar,CA1 Radiatum
CA1 Trilaminar,CA1 R-Recv Apical-Target
CA1 Trilaminar,CA1 Schaffer Collateral-Assoc
CA1 Trilaminar,CA1 SC-Receiving R-Targeting
CA1 Trilaminar,CA1 SO-SO
CA1 Trilaminar,CA1 Hipp-SUB Proj ENK+
CA1 Trilaminar,CA1 Trilaminar
CA1 Trilaminar,CA1 Radial Trilaminar
CA1 Trilaminar,Sub EC-Proj Pyramidal
CA1 Trilaminar,Sub CA1-Proj Pyramidal
CA1 Trilaminar,Sub Axo-axonic
CA1 Radial Trilaminar,CA2 Wide-Arbor BC
CA1 Radial Trilaminar,CA1 Pyramidal
CA1 Radial Trilaminar,CA1 Superficial Pyramidal
CA1 Radial Trilaminar,CA1 Deep Pyramidal
CA1 Radial Trilaminar,CA1 Radiatum Giant
CA1 Radial Trilaminar,CA1 Axo-Axonic
CA1 Radial Trilaminar,CA1 Horizontal AA
CA1 Radial Trilaminar,CA1 Back-Projection
CA1 Radial Trilaminar,CA1 Basket
CA1 Radial Trilaminar,CA1 BC CCK+
CA1 Radial Trilaminar,CA1 Horizontal BC
CA1 Radial Trilaminar,CA1 Bistratified
CA1 Radial Trilaminar,CA1 C-Bistratified
CA1 Radial Trilaminar,CA1 IS LMO-O
CA1 Radial Trilaminar,CA1 IS LMR-R
CA1 Radial Trilaminar,CA1 IS O-R
CA1 Radial Trilaminar,CA1 IS O-Target QuadD
CA1 Radial Trilaminar,CA1 IS R-O
CA1 Radial Trilaminar,CA1 IS RO-O
CA1 Radial Trilaminar,CA1 Ivy
CA1 Radial Trilaminar,CA1 LMR
CA1 Radial Trilaminar,CA1 LMR Projecting
CA1 Radial Trilaminar,CA1 O-LM
CA1 Radial Trilaminar,CA1 Recurrent O-LM
CA1 Radial Trilaminar,CA1 O-LMR
CA1 Radial Trilaminar,CA1 Oriens/Alveus
CA1 Radial Trilaminar,CA1 Oriens-Bistratified
CA1 Radial Trilaminar,CA1 Oriens-Bistratified Projecting
CA1 Radial Trilaminar,CA1 OR-LM
CA1 Radial Trilaminar,CA1 Perforant Path-Assoc
CA1 Radial Trilaminar,CA1 PPA QuadD
CA1 Radial Trilaminar,CA1 Quadrilaminar
CA1 Radial Trilaminar,CA1 Radiatum
CA1 Radial Trilaminar,CA1 R-Recv Apical-Target
CA1 Radial Trilaminar,CA1 Schaffer Collateral-Assoc
CA1 Radial Trilaminar,CA1 SC-Receiving R-Targeting
CA1 Radial Trilaminar,CA1 SO-SO
CA1 Radial Trilaminar,CA1 Hipp-SUB Proj ENK+
CA1 Radial Trilaminar,CA1 Trilaminar
CA1 Radial Trilaminar,CA1 Radial Trilaminar
Sub EC-Proj Pyramidal,Sub EC-Proj Pyramidal
Sub EC-Proj Pyramidal,Sub CA1-Proj Pyramidal
Sub EC-Proj Pyramidal,Sub Axo-axonic
Sub EC-Proj Pyramidal,LEC LIII Multipolar Principal
Sub EC-Proj Pyramidal,MEC LIII Multipolar Principal
Sub EC-Proj Pyramidal,LEC LIII Complex Pyramidal
Sub EC-Proj Pyramidal,MEC LIII Complex Pyramidal
Sub EC-Proj Pyramidal,EC LIII Pyramidal-Stellate
Sub EC-Proj Pyramidal,EC LIII-V Bipolar Pyramidal
Sub EC-Proj Pyramidal,EC LIV-V Pyramidal-Horiz
Sub EC-Proj Pyramidal,EC LIV-VI Deep Multipolar
Sub EC-Proj Pyramidal,MEC LV Multipolar-PC
Sub EC-Proj Pyramidal,EC LV Deep Pyramidal
Sub EC-Proj Pyramidal,MEC LV Pyramidal
Sub EC-Proj Pyramidal,MEC LV Superficial PC
Sub EC-Proj Pyramidal,MEC LV-VI PC-Polymorph
Sub EC-Proj Pyramidal,LEC LVI Multipolar-PC
Sub EC-Proj Pyramidal,MEC LIII Multipolar
Sub EC-Proj Pyramidal,EC LIII Pyramidal-Looking
Sub CA1-Proj Pyramidal,CA2 Wide-Arbor BC
Sub CA1-Proj Pyramidal,CA1 Pyramidal
Sub CA1-Proj Pyramidal,CA1 Superficial Pyramidal
Sub CA1-Proj Pyramidal,CA1 Deep Pyramidal
Sub CA1-Proj Pyramidal,CA1 Cajal-Retzius
Sub CA1-Proj Pyramidal,CA1 Radiatum Giant
Sub CA1-Proj Pyramidal,CA1 Axo-Axonic
Sub CA1-Proj Pyramidal,CA1 Back-Projection
Sub CA1-Proj Pyramidal,CA1 Basket
Sub CA1-Proj Pyramidal,CA1 BC CCK+
Sub CA1-Proj Pyramidal,CA1 Bistratified
Sub CA1-Proj Pyramidal,CA1 C-Bistratified
Sub CA1-Proj Pyramidal,CA1 IS LMO-O
Sub CA1-Proj Pyramidal,CA1 IS LM-R
Sub CA1-Proj Pyramidal,CA1 IS LMR-R
Sub CA1-Proj Pyramidal,CA1 IS O-Target QuadD
Sub CA1-Proj Pyramidal,CA1 IS R-O
Sub CA1-Proj Pyramidal,CA1 IS RO-O
Sub CA1-Proj Pyramidal,CA1 Ivy
Sub CA1-Proj Pyramidal,CA1 LMR
Sub CA1-Proj Pyramidal,CA1 LMR Projecting
Sub CA1-Proj Pyramidal,CA1 Neurogliaform
Sub CA1-Proj Pyramidal,CA1 NGF Projecting
Sub CA1-Proj Pyramidal,CA1 Oriens/Alveus
Sub CA1-Proj Pyramidal,CA1 OR-LM
Sub CA1-Proj Pyramidal,CA1 Perforant Path-Assoc
Sub CA1-Proj Pyramidal,CA1 PPA QuadD
Sub CA1-Proj Pyramidal,CA1 Quadrilaminar
Sub CA1-Proj Pyramidal,CA1 Radiatum
Sub CA1-Proj Pyramidal,CA1 R-Recv Apical-Target
Sub CA1-Proj Pyramidal,CA1 Schaffer Collateral-Assoc
Sub CA1-Proj Pyramidal,CA1 SC-Receiving R-Targeting
Sub CA1-Proj Pyramidal,CA1 Hipp-SUB Proj ENK+
Sub CA1-Proj Pyramidal,CA1 Radial Trilaminar
Sub CA1-Proj Pyramidal,Sub EC-Proj Pyramidal
Sub CA1-Proj Pyramidal,Sub CA1-Proj Pyramidal
Sub CA1-Proj Pyramidal,Sub Axo-axonic
Sub Axo-axonic,Sub EC-Proj Pyramidal
Sub Axo-axonic,Sub CA1-Proj Pyramidal
EC LI-II Multipolar-Pyramidal,EC LI-II Multipolar-Pyramidal
EC LI-II Multipolar-Pyramidal,EC LI-II Pyramidal-Fan
EC LI-II Multipolar-Pyramidal,MEC LII-III PC-Multiform
EC LI-II Multipolar-Pyramidal,MEC LII Oblique Pyramidal
EC LI-II Multipolar-Pyramidal,MEC LII Stellate
EC LI-II Multipolar-Pyramidal,EC LII-III Pyramidal-Tripolar
EC LI-II Multipolar-Pyramidal,LEC LIII Multipolar Principal
EC LI-II Multipolar-Pyramidal,MEC LIII Multipolar Principal
EC LI-II Multipolar-Pyramidal,EC LIII Pyramidal
EC LI-II Multipolar-Pyramidal,LEC LIII Complex Pyramidal
EC LI-II Multipolar-Pyramidal,MEC LIII Complex Pyramidal
EC LI-II Multipolar-Pyramidal,MEC LIII BP Cmplx PC
EC LI-II Multipolar-Pyramidal,EC LIII Pyramidal-Stellate
EC LI-II Multipolar-Pyramidal,EC LIII Stellate
EC LI-II Multipolar-Pyramidal,EC LIII-V Bipolar Pyramidal
EC LI-II Multipolar-Pyramidal,EC LIV-V Pyramidal-Horiz
EC LI-II Multipolar-Pyramidal,EC LV Deep Pyramidal
EC LI-II Multipolar-Pyramidal,MEC LV Pyramidal
EC LI-II Multipolar-Pyramidal,MEC LV Superficial PC
EC LI-II Multipolar-Pyramidal,EC LII Axo-Axonic
EC LI-II Multipolar-Pyramidal,MEC LII Basket
EC LI-II Multipolar-Pyramidal,EC LII Basket-MPI
EC LI-II Multipolar-Pyramidal,LEC LIII Multipolar
EC LI-II Multipolar-Pyramidal,MEC LIII Multipolar
EC LI-II Multipolar-Pyramidal,MEC LIII Superficial MPI
EC LI-II Multipolar-Pyramidal,EC LIII Pyramidal-Looking
EC LI-II Multipolar-Pyramidal,MEC LIII Superficial Trilayer
EC LI-II Pyramidal-Fan,DG Granule
EC LI-II Pyramidal-Fan,DG Hilar Ectopic Granule
EC LI-II Pyramidal-Fan,DG Semilunar Granule
EC LI-II Pyramidal-Fan,DG Mossy MOLDEN
EC LI-II Pyramidal-Fan,DG AIPRIM
EC LI-II Pyramidal-Fan,DG Axo-Axonic
EC LI-II Pyramidal-Fan,DG Basket
EC LI-II Pyramidal-Fan,DG BC CCK+
EC LI-II Pyramidal-Fan,DG HICAP
EC LI-II Pyramidal-Fan,DG MOLAX
EC LI-II Pyramidal-Fan,DG MOPP
EC LI-II Pyramidal-Fan,DG Neurogliaform
EC LI-II Pyramidal-Fan,DG Outer Molecular Layer
EC LI-II Pyramidal-Fan,DG Total Molecular Layer
EC LI-II Pyramidal-Fan,CA1 NGF Projecting
EC LI-II Pyramidal-Fan,Sub EC-Proj Pyramidal
EC LI-II Pyramidal-Fan,Sub CA1-Proj Pyramidal
EC LI-II Pyramidal-Fan,Sub Axo-axonic
EC LI-II Pyramidal-Fan,EC LI-II Multipolar-Pyramidal
EC LI-II Pyramidal-Fan,EC LI-II Pyramidal-Fan
EC LI-II Pyramidal-Fan,MEC LII-III PC-Multiform
EC LI-II Pyramidal-Fan,MEC LII Oblique Pyramidal
EC LI-II Pyramidal-Fan,MEC LII Stellate
EC LI-II Pyramidal-Fan,EC LII-III Pyramidal-Tripolar
EC LI-II Pyramidal-Fan,LEC LIII Multipolar Principal
EC LI-II Pyramidal-Fan,MEC LIII Multipolar Principal
EC LI-II Pyramidal-Fan,EC LIII Pyramidal
EC LI-II Pyramidal-Fan,LEC LIII Complex Pyramidal
EC LI-II Pyramidal-Fan,MEC LIII Complex Pyramidal
EC LI-II Pyramidal-Fan,MEC LIII BP Cmplx PC
EC LI-II Pyramidal-Fan,EC LIII Pyramidal-Stellate
EC LI-II Pyramidal-Fan,EC LIII Stellate
EC LI-II Pyramidal-Fan,EC LIII-V Bipolar Pyramidal
EC LI-II Pyramidal-Fan,EC LIV-V Pyramidal-Horiz
EC LI-II Pyramidal-Fan,EC LV Deep Pyramidal
EC LI-II Pyramidal-Fan,MEC LV Pyramidal
EC LI-II Pyramidal-Fan,MEC LV Superficial PC
EC LI-II Pyramidal-Fan,EC LII Axo-Axonic
EC LI-II Pyramidal-Fan,MEC LII Basket
EC LI-II Pyramidal-Fan,EC LII Basket-MPI
EC LI-II Pyramidal-Fan,LEC LIII Multipolar
EC LI-II Pyramidal-Fan,MEC LIII Multipolar
EC LI-II Pyramidal-Fan,MEC LIII Superficial MPI
EC LI-II Pyramidal-Fan,EC LIII Pyramidal-Looking
EC LI-II Pyramidal-Fan,MEC LIII Superficial Trilayer
MEC LII-III PC-Multiform,EC LI-II Multipolar-Pyramidal
MEC LII-III PC-Multiform,EC LI-II Pyramidal-Fan
MEC LII-III PC-Multiform,MEC LII-III PC-Multiform
MEC LII-III PC-Multiform,MEC LII Oblique Pyramidal
MEC LII-III PC-Multiform,MEC LII Stellate
MEC LII-III PC-Multiform,EC LII-III Pyramidal-Tripolar
MEC LII-III PC-Multiform,MEC LIII Multipolar Principal
MEC LII-III PC-Multiform,EC LIII Pyramidal
MEC LII-III PC-Multiform,MEC LIII Complex Pyramidal
MEC LII-III PC-Multiform,MEC LIII BP Cmplx PC
MEC LII-III PC-Multiform,EC LIII Pyramidal-Stellate
MEC LII-III PC-Multiform,EC LIII Stellate
MEC LII-III PC-Multiform,EC LIII-V Bipolar Pyramidal
MEC LII-III PC-Multiform,EC LIV-V Pyramidal-Horiz
MEC LII-III PC-Multiform,EC LIV-VI Deep Multipolar
MEC LII-III PC-Multiform,MEC LV Multipolar-PC
MEC LII-III PC-Multiform,EC LV Deep Pyramidal
MEC LII-III PC-Multiform,MEC LV Pyramidal
MEC LII-III PC-Multiform,MEC LV Superficial PC
MEC LII-III PC-Multiform,MEC LV-VI PC-Polymorph
MEC LII-III PC-Multiform,EC LII Axo-Axonic
MEC LII-III PC-Multiform,MEC LII Basket
MEC LII-III PC-Multiform,EC LII Basket-MPI
MEC LII-III PC-Multiform,MEC LIII Multipolar
MEC LII-III PC-Multiform,MEC LIII Superficial MPI
MEC LII-III PC-Multiform,EC LIII Pyramidal-Looking
MEC LII-III PC-Multiform,MEC LIII Superficial Trilayer
MEC LII Oblique Pyramidal,MEC LII-III PC-Multiform
MEC LII Oblique Pyramidal,EC LII-III Pyramidal-Tripolar
MEC LII Oblique Pyramidal,MEC LIII Multipolar Principal
MEC LII Oblique Pyramidal,EC LIII Pyramidal
MEC LII Oblique Pyramidal,MEC LIII Complex Pyramidal
MEC LII Oblique Pyramidal,MEC LIII BP Cmplx PC
MEC LII Oblique Pyramidal,EC LIII Pyramidal-Stellate
MEC LII Oblique Pyramidal,EC LIII Stellate
MEC LII Oblique Pyramidal,EC LIII-V Bipolar Pyramidal
MEC LII Oblique Pyramidal,EC LIV-V Pyramidal-Horiz
MEC LII Oblique Pyramidal,EC LIV-VI Deep Multipolar
MEC LII Oblique Pyramidal,MEC LV Multipolar-PC
MEC LII Oblique Pyramidal,MEC LV Superficial PC
MEC LII Oblique Pyramidal,MEC LIII Multipolar
MEC LII Oblique Pyramidal,MEC LIII Superficial MPI
MEC LII Oblique Pyramidal,EC LIII Pyramidal-Looking
MEC LII Oblique Pyramidal,MEC LIII Superficial Trilayer
MEC LII Stellate,DG Granule
MEC LII Stellate,DG Hilar Ectopic Granule
MEC LII Stellate,DG Semilunar Granule
MEC LII Stellate,DG Mossy MOLDEN
MEC LII Stellate,DG AIPRIM
MEC LII Stellate,DG Axo-Axonic
MEC LII Stellate,DG Basket
MEC LII Stellate,DG BC CCK+
MEC LII Stellate,DG HICAP
MEC LII Stellate,DG MOLAX
MEC LII Stellate,DG MOPP
MEC LII Stellate,DG Neurogliaform
MEC LII Stellate,DG Outer Molecular Layer
MEC LII Stellate,DG Total Molecular Layer
MEC LII Stellate,CA3 Pyramidal
MEC LII Stellate,CA3 Giant
MEC LII Stellate,CA3 Granule
MEC LII Stellate,CA3 Axo-Axonic
MEC LII Stellate,CA3 Basket
MEC LII Stellate,CA3 BC CCK+
MEC LII Stellate,CA3 LMR-Targeting
MEC LII Stellate,CA2 Pyramidal
MEC LII Stellate,CA2 Basket
MEC LII Stellate,CA2 Wide-Arbor BC
MEC LII Stellate,CA1 NGF Projecting
MEC LII Stellate,Sub EC-Proj Pyramidal
MEC LII Stellate,Sub CA1-Proj Pyramidal
MEC LII Stellate,Sub Axo-axonic
MEC LII Stellate,EC LI-II Multipolar-Pyramidal
MEC LII Stellate,EC LI-II Pyramidal-Fan
MEC LII Stellate,MEC LII-III PC-Multiform
MEC LII Stellate,MEC LII Oblique Pyramidal
MEC LII Stellate,MEC LII Stellate
MEC LII Stellate,EC LII-III Pyramidal-Tripolar
MEC LII Stellate,MEC LIII Multipolar Principal
MEC LII Stellate,EC LIII Pyramidal
MEC LII Stellate,MEC LIII Complex Pyramidal
MEC LII Stellate,MEC LIII BP Cmplx PC
MEC LII Stellate,EC LIII Pyramidal-Stellate
MEC LII Stellate,EC LIII Stellate
MEC LII Stellate,EC LIII-V Bipolar Pyramidal
MEC LII Stellate,EC LIV-V Pyramidal-Horiz
MEC LII Stellate,EC LIV-VI Deep Multipolar
MEC LII Stellate,MEC LV Multipolar-PC
MEC LII Stellate,EC LV Deep Pyramidal
MEC LII Stellate,MEC LV Pyramidal
MEC LII Stellate,MEC LV Superficial PC
MEC LII Stellate,MEC LV-VI PC-Polymorph
MEC LII Stellate,EC LII Axo-Axonic
MEC LII Stellate,MEC LII Basket
MEC LII Stellate,EC LII Basket-MPI
MEC LII Stellate,MEC LIII Multipolar
MEC LII Stellate,MEC LIII Superficial MPI
MEC LII Stellate,EC LIII Pyramidal-Looking
MEC LII Stellate,MEC LIII Superficial Trilayer
EC LII-III Pyramidal-Tripolar,DG Granule
EC LII-III Pyramidal-Tripolar,DG Hilar Ectopic Granule
EC LII-III Pyramidal-Tripolar,DG Semilunar Granule
EC LII-III Pyramidal-Tripolar,DG Mossy MOLDEN
EC LII-III Pyramidal-Tripolar,DG AIPRIM
EC LII-III Pyramidal-Tripolar,DG Axo-Axonic
EC LII-III Pyramidal-Tripolar,DG Basket
EC LII-III Pyramidal-Tripolar,DG BC CCK+
EC LII-III Pyramidal-Tripolar,DG HICAP
EC LII-III Pyramidal-Tripolar,DG MOLAX
EC LII-III Pyramidal-Tripolar,DG MOPP
EC LII-III Pyramidal-Tripolar,DG Neurogliaform
EC LII-III Pyramidal-Tripolar,DG Outer Molecular Layer
EC LII-III Pyramidal-Tripolar,DG Total Molecular Layer
EC LII-III Pyramidal-Tripolar,CA1 NGF Projecting
EC LII-III Pyramidal-Tripolar,Sub EC-Proj Pyramidal
EC LII-III Pyramidal-Tripolar,Sub CA1-Proj Pyramidal
EC LII-III Pyramidal-Tripolar,Sub Axo-axonic
EC LII-III Pyramidal-Tripolar,EC LI-II Multipolar-Pyramidal
EC LII-III Pyramidal-Tripolar,EC LI-II Pyramidal-Fan
EC LII-III Pyramidal-Tripolar,MEC LII-III PC-Multiform
EC LII-III Pyramidal-Tripolar,MEC LII Oblique Pyramidal
EC LII-III Pyramidal-Tripolar,MEC LII Stellate
EC LII-III Pyramidal-Tripolar,EC LII-III Pyramidal-Tripolar
EC LII-III Pyramidal-Tripolar,LEC LIII Multipolar Principal
EC LII-III Pyramidal-Tripolar,MEC LIII Multipolar Principal
EC LII-III Pyramidal-Tripolar,EC LIII Pyramidal
EC LII-III Pyramidal-Tripolar,LEC LIII Complex Pyramidal
EC LII-III Pyramidal-Tripolar,MEC LIII Complex Pyramidal
EC LII-III Pyramidal-Tripolar,MEC LIII BP Cmplx PC
EC LII-III Pyramidal-Tripolar,EC LIII Pyramidal-Stellate
EC LII-III Pyramidal-Tripolar,EC LIII Stellate
EC LII-III Pyramidal-Tripolar,EC LIII-V Bipolar Pyramidal
EC LII-III Pyramidal-Tripolar,EC LIV-V Pyramidal-Horiz
EC LII-III Pyramidal-Tripolar,EC LV Deep Pyramidal
EC LII-III Pyramidal-Tripolar,MEC LV Pyramidal
EC LII-III Pyramidal-Tripolar,MEC LV Superficial PC
EC LII-III Pyramidal-Tripolar,EC LII Axo-Axonic
EC LII-III Pyramidal-Tripolar,MEC LII Basket
EC LII-III Pyramidal-Tripolar,EC LII Basket-MPI
EC LII-III Pyramidal-Tripolar,LEC LIII Multipolar
EC LII-III Pyramidal-Tripolar,MEC LIII Multipolar
EC LII-III Pyramidal-Tripolar,MEC LIII Superficial MPI
EC LII-III Pyramidal-Tripolar,EC LIII Pyramidal-Looking
EC LII-III Pyramidal-Tripolar,MEC LIII Superficial Trilayer
LEC LIII Multipolar Principal,EC LI-II Multipolar-Pyramidal
LEC LIII Multipolar Principal,EC LI-II Pyramidal-Fan
LEC LIII Multipolar Principal,EC LII-III Pyramidal-Tripolar
LEC LIII Multipolar Principal,LEC LIII Multipolar Principal
LEC LIII Multipolar Principal,EC LIII Pyramidal
LEC LIII Multipolar Principal,LEC LIII Complex Pyramidal
LEC LIII Multipolar Principal,EC LIII Pyramidal-Stellate
LEC LIII Multipolar Principal,EC LIII Stellate
LEC LIII Multipolar Principal,EC LIII-V Bipolar Pyramidal
LEC LIII Multipolar Principal,EC LIV-V Pyramidal-Horiz
LEC LIII Multipolar Principal,EC LIV-VI Deep Multipolar
LEC LIII Multipolar Principal,EC LV Deep Pyramidal
LEC LIII Multipolar Principal,LEC LVI Multipolar-PC
LEC LIII Multipolar Principal,EC LII Axo-Axonic
LEC LIII Multipolar Principal,EC LII Basket-MPI
LEC LIII Multipolar Principal,LEC LIII Multipolar
LEC LIII Multipolar Principal,EC LIII Pyramidal-Looking
MEC LIII Multipolar Principal,MEC LII-III PC-Multiform
MEC LIII Multipolar Principal,EC LII-III Pyramidal-Tripolar
MEC LIII Multipolar Principal,MEC LIII Multipolar Principal
MEC LIII Multipolar Principal,EC LIII Pyramidal
MEC LIII Multipolar Principal,MEC LIII Complex Pyramidal
MEC LIII Multipolar Principal,MEC LIII BP Cmplx PC
MEC LIII Multipolar Principal,EC LIII Pyramidal-Stellate
MEC LIII Multipolar Principal,EC LIII Stellate
MEC LIII Multipolar Principal,EC LIII-V Bipolar Pyramidal
MEC LIII Multipolar Principal,EC LIV-V Pyramidal-Horiz
MEC LIII Multipolar Principal,EC LIV-VI Deep Multipolar
MEC LIII Multipolar Principal,MEC LV Multipolar-PC
MEC LIII Multipolar Principal,EC LV Deep Pyramidal
MEC LIII Multipolar Principal,MEC LV Pyramidal
MEC LIII Multipolar Principal,MEC LV Superficial PC
MEC LIII Multipolar Principal,MEC LV-VI PC-Polymorph
MEC LIII Multipolar Principal,MEC LIII Multipolar
MEC LIII Multipolar Principal,MEC LIII Superficial MPI
MEC LIII Multipolar Principal,EC LIII Pyramidal-Looking
MEC LIII Multipolar Principal,MEC LIII Superficial Trilayer
EC LIII Pyramidal,CA1 Pyramidal
EC LIII Pyramidal,CA1 Superficial Pyramidal
EC LIII Pyramidal,CA1 Deep Pyramidal
EC LIII Pyramidal,CA1 Cajal-Retzius
EC LIII Pyramidal,CA1 Radiatum Giant
EC LIII Pyramidal,CA1 Axo-Axonic
EC LIII Pyramidal,CA1 Basket
EC LIII Pyramidal,CA1 BC CCK+
EC LIII Pyramidal,CA1 IS LMO-O
EC LIII Pyramidal,CA1 IS LM-R
EC LIII Pyramidal,CA1 IS LMR-R
EC LIII Pyramidal,CA1 IS O-Target QuadD
EC LIII Pyramidal,CA1 LMR
EC LIII Pyramidal,CA1 LMR Projecting
EC LIII Pyramidal,CA1 Neurogliaform
EC LIII Pyramidal,CA1 NGF Projecting
EC LIII Pyramidal,CA1 Oriens/Alveus
EC LIII Pyramidal,CA1 Perforant Path-Assoc
EC LIII Pyramidal,CA1 PPA QuadD
EC LIII Pyramidal,CA1 Quadrilaminar
EC LIII Pyramidal,CA1 Schaffer Collateral-Assoc
EC LIII Pyramidal,CA1 Radial Trilaminar
EC LIII Pyramidal,Sub EC-Proj Pyramidal
EC LIII Pyramidal,Sub CA1-Proj Pyramidal
EC LIII Pyramidal,Sub Axo-axonic
EC LIII Pyramidal,MEC LII-III PC-Multiform
EC LIII Pyramidal,EC LII-III Pyramidal-Tripolar
EC LIII Pyramidal,LEC LIII Multipolar Principal
EC LIII Pyramidal,MEC LIII Multipolar Principal
EC LIII Pyramidal,EC LIII Pyramidal
EC LIII Pyramidal,LEC LIII Complex Pyramidal
EC LIII Pyramidal,MEC LIII Complex Pyramidal
EC LIII Pyramidal,MEC LIII BP Cmplx PC
EC LIII Pyramidal,EC LIII Pyramidal-Stellate
EC LIII Pyramidal,EC LIII Stellate
EC LIII Pyramidal,EC LIII-V Bipolar Pyramidal
EC LIII Pyramidal,EC LIV-V Pyramidal-Horiz
EC LIII Pyramidal,EC LIV-VI Deep Multipolar
EC LIII Pyramidal,MEC LV Multipolar-PC
EC LIII Pyramidal,EC LV Deep Pyramidal
EC LIII Pyramidal,MEC LV Pyramidal
EC LIII Pyramidal,MEC LV Superficial PC
EC LIII Pyramidal,MEC LV-VI PC-Polymorph
EC LIII Pyramidal,LEC LVI Multipolar-PC
EC LIII Pyramidal,LEC LIII Multipolar
EC LIII Pyramidal,MEC LIII Multipolar
EC LIII Pyramidal,MEC LIII Superficial MPI
EC LIII Pyramidal,EC LIII Pyramidal-Looking
EC LIII Pyramidal,MEC LIII Superficial Trilayer
LEC LIII Complex Pyramidal,EC LI-II Multipolar-Pyramidal
